,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp)
1584,Chennai,2010,135000,Diesel,Manual,Second,7,,11,TOYOTA,11.5,2982,171
1585,Kochi,2013,36716,Petrol,Manual,First,5,,3.02,MARUTI,18.9,1061,67
1586,Coimbatore,2013,65060,Petrol,Manual,First,5,,3.32,HYUNDAI,21.1,814,55.2
1587,Delhi,2013,33000,Petrol,Manual,First,5,,3.24,HONDA,19.4,1198,86.8
1588,Kolkata,2015,11110,Petrol,Manual,First,5,,2.35,MARUTI,22.74,796,47.3
1589,Jaipur,2013,63000,Diesel,Manual,First,7,11.15 Lakh,5.5,MAHINDRA,15.96,2523,62.1
1590,Mumbai,2015,27030,Petrol,Manual,First,5,,6.75,HONDA,17.8,1497,117.3
1591,Mumbai,2015,19600,Petrol,Manual,First,5,,6.15,SKODA,15,1598,103.52
1592,Pune,2016,27755,Petrol,Manual,First,5,,5.45,MARUTI,22,1197,81.8
1593,Hyderabad,2013,20000,Petrol,Manual,Second,5,,2.3,HYUNDAI,21.1,814,55.2
1594,Kochi,2015,24782,Petrol,Manual,First,5,,6.21,MARUTI,20.85,1197,83.14
1595,Coimbatore,2014,47303,Petrol,Automatic,First,5,,5.21,NISSAN,19.34,1198,76
1596,Delhi,2008,71000,Petrol,Automatic,First,7,,11.99,AUDI,8.3,4134,250
1597,Pune,2010,135000,Diesel,Manual,First,5,,3.1,MARUTI,17.8,1248,75
1598,Jaipur,2017,1000,Diesel,Manual,First,5,,7.5,TATA,13.49,2179,138.03
1599,Kolkata,2016,29000,Diesel,Manual,First,5,,4,VOLKSWAGEN,20.14,1498,88.8
1600,Kochi,2016,36367,Petrol,Manual,First,5,,7.73,HONDA,17.8,1497,117.3
1601,Bangalore,2015,38000,Petrol,Manual,First,5,,7.8,HONDA,17.4,1497,117.3
1602,Hyderabad,2011,83969,Petrol,Manual,First,4,,1.3,MARUTI,16.1,796,37
1603,Jaipur,2014,82621,Diesel,Manual,First,5,,4.42,VOLKSWAGEN,20.14,1498,88.8
1604,Pune,2009,89000,Diesel,Automatic,First,7,,4,CHEVROLET,12.5,1991,147.9
1605,Kolkata,2016,54000,Diesel,Manual,First,7,,13,MAHINDRA,16,2179,140
1606,Kochi,2015,61691,Diesel,Manual,First,5,,5.38,HONDA,25.8,1498,98.6
1607,Chennai,2011,32200,Petrol,Manual,Second,5,,3.25,HYUNDAI,17,1197,80
1608,Jaipur,2016,68630,Petrol,Automatic,First,5,,3.87,MARUTI,20.51,998,67
1609,Mumbai,2014,61000,Diesel,Automatic,Second,5,,8.25,VOLKSWAGEN,16.96,1968,138.03
1610,Mumbai,2018,32644,Petrol,Manual,First,5,,9.28,MARUTI,20.73,1373,91.1
1611,Delhi,2012,85000,Diesel,Automatic,First,7,,6.25,MAHINDRA,11.79,2179,120
1612,Mumbai,2008,75000,Petrol,Manual,Second,5,,1.15,CHEVROLET,15.26,1150,74.9
1613,Kochi,2016,40347,Petrol,Manual,First,5,,7.8,MARUTI,20.73,1373,91.2
1614,Hyderabad,2012,60788,Diesel,Manual,First,5,,4.5,HYUNDAI,23,1396,90
1615,Kochi,2018,18664,Petrol,Manual,First,5,,7.56,HONDA,18.7,1199,88.7
1616,Coimbatore,2017,57847,Diesel,Manual,First,7,,16.08,MAHINDRA,16,2179,140
1617,Bangalore,2012,52237,Petrol,Manual,First,5,,4.5,HYUNDAI,17,1197,80
1618,Chennai,2012,128000,Diesel,Manual,First,5,,5,HYUNDAI,22.32,1582,126.32
1619,Delhi,2011,54000,Petrol,Manual,First,5,,2.2,HYUNDAI,19.81,1086,68.05
1620,Bangalore,2014,49800,Petrol,Automatic,First,5,,4,MARUTI,23.1,998,67.04
1621,Kolkata,2012,98000,Diesel,Manual,First,5,,2.51,SKODA,20.86,1199,73.9
1622,Delhi,2015,60095,Diesel,Manual,First,5,,4.75,MARUTI,25.2,1248,74
1623,Pune,2008,68000,Petrol,Manual,Second,5,,2,HYUNDAI,16,1086,66.7
1624,Jaipur,2010,81402,Petrol,Manual,Second,5,,2.1,HYUNDAI,20.36,1197,78.9
1625,Mumbai,2013,38000,Petrol,Automatic,First,5,,6.25,FORD,16.5,1499,110
1626,Kochi,2011,92239,Diesel,Automatic,Second,5,,10.6,MERCEDES-BENZ,11.5,2987,210
1627,Ahmedabad,2017,49224,Diesel,Manual,First,5,,6,MARUTI,25.2,1248,74
1628,Jaipur,2004,12000,Petrol,Manual,Second,4,,0.45,MARUTI,16.1,796,37
1629,Pune,2010,54898,Petrol,Manual,Third,5,,2.5,MARUTI,16.1,1298,88.2
1630,Mumbai,2018,2500,Petrol,Manual,First,5,,12.75,HYUNDAI,15.29,1591,121.3
1631,Kochi,2017,32838,Diesel,Automatic,First,5,50.97 Lakh,30.29,BMW,17.05,1995,190
1632,Hyderabad,2006,27076,Petrol,Manual,First,5,,1.6,FORD,13.8,1299,70
1633,Kochi,2017,75445,Diesel,Manual,First,5,,7.54,FORD,22.7,1498,89.84
1634,Kochi,2015,46601,Petrol,Manual,First,5,,6.84,MARUTI,20.73,1373,91.1
1635,Kolkata,2012,72000,Diesel,Automatic,First,5,,6,VOLKSWAGEN,18.33,1968,167.7
1636,Pune,2017,27000,Diesel,Manual,First,5,,8,HONDA,27.3,1498,98.6
1637,Coimbatore,2016,68193,Diesel,Automatic,First,5,,24.74,AUDI,17.11,1968,174.33
1638,Kochi,2017,34429,Diesel,Manual,First,5,,5.5,HYUNDAI,24,1120,70
1639,Delhi,2013,46000,Diesel,Automatic,First,7,,36,MERCEDES-BENZ,12,2987,224
1640,Coimbatore,2013,80544,Diesel,Manual,First,7,,11.79,TOYOTA,12.99,2494,100.6
1641,Jaipur,2011,42000,Petrol,Manual,Second,5,,3,NISSAN,16.95,1498,97.7
1642,Bangalore,2011,94821,Diesel,Automatic,Second,5,,6.75,SKODA,20,1968,138.1
1643,Jaipur,2006,100000,Petrol,Manual,First,5,,1.4,CHEVROLET,14.49,1399,92.7
1644,Mumbai,2014,57000,Diesel,Manual,First,7,,5.75,HONDA,24.2,1498,98.6
1645,Hyderabad,2010,79894,Diesel,Manual,First,5,,3.4,MARUTI,21.1,1248,73.9
1646,Coimbatore,2011,44748,Petrol,Manual,Second,5,,4.89,VOLKSWAGEN,16.47,1198,73.9
1647,Mumbai,2013,31000,Petrol,Manual,First,5,,4.95,NISSAN,13.24,1598,102.5
1648,Coimbatore,2013,60587,Petrol,Automatic,Second,5,,3.49,MARUTI,16.98,998,66.1
1649,Pune,2011,32000,Diesel,Manual,First,5,,3.85,TOYOTA,23.59,1364,NULL
1650,Pune,2014,43772,Petrol,Manual,First,5,,6.35,HONDA,17,1497,118
1651,Coimbatore,2017,23576,Petrol,Automatic,First,5,,7.08,HYUNDAI,18.9,1197,82
1652,Hyderabad,2017,4000,Diesel,Automatic,First,5,53.41 Lakh,38,JAGUAR,13.6,1999,177
1653,Kolkata,2012,62000,Diesel,Manual,First,8,,6.25,MAHINDRA,12.05,2179,120
1654,Mumbai,2011,36000,Petrol,Automatic,First,5,,10.15,MERCEDES-BENZ,11.74,1796,186
1655,Delhi,2014,80000,Petrol,Automatic,First,5,,10.75,SKODA,13.7,1798,157.75
1656,Pune,2012,137008,Diesel,Automatic,First,4,,4.65,CHEVROLET,18.1,1991,147.9
1657,Delhi,2010,61001,Diesel,Manual,First,8,,4.75,MAHINDRA,12.05,2179,120
1658,Coimbatore,2015,52191,Petrol,Manual,First,5,,7.78,HYUNDAI,17.1,1591,121.3
1659,Hyderabad,2016,77076,Diesel,Manual,First,5,,6.75,HYUNDAI,23,1396,90
1660,Hyderabad,2008,56000,Petrol,Automatic,First,5,,2.99,HONDA,16.4,1497,78
1661,Kolkata,2013,21000,Petrol,Manual,First,5,,2.35,HYUNDAI,20.36,1197,78.9
1662,Delhi,2013,89429,Diesel,Manual,First,5,,3.65,HONDA,25.8,1498,98.6
1663,Delhi,2012,45631,Petrol,Manual,Second,5,4.59 Lakh,2.74,MARUTI,22.5,998,67.04
1664,Jaipur,2013,53959,Petrol,Manual,First,5,,3.5,HONDA,19.4,1198,86.8
1665,Kochi,2014,55804,Petrol,Manual,First,5,,4.76,HYUNDAI,17,1197,80
1666,Kochi,2016,25899,Petrol,Manual,First,5,,6.2,VOLKSWAGEN,15.04,1598,103.2
1667,Pune,2008,82000,Diesel,Manual,Second,5,,2.35,SKODA,18.7,1896,66
1668,Mumbai,2014,52000,Diesel,Automatic,First,5,,24.5,MERCEDES-BENZ,13,2143,204
1669,Pune,2013,20000,Petrol,Manual,First,5,,6,RENAULT,13.24,1598,102.57
1670,Hyderabad,2017,31829,Petrol,Manual,First,5,,3.65,HYUNDAI,21.1,814,55.2
1671,Coimbatore,2016,18094,Petrol,Manual,Second,5,,6.26,MARUTI,18.6,1197,85.8
1672,Jaipur,2011,80000,Diesel,Manual,Second,5,,2.1,NISSAN,19.5,1461,NULL
1673,Mumbai,2015,11964,Diesel,Automatic,First,5,,32.95,AUDI,13.22,2967,241.4
1674,Coimbatore,2018,22684,Petrol,Manual,First,5,,7.8,HYUNDAI,18.6,1197,81.83
1675,Bangalore,2014,43521,Petrol,Manual,First,5,,4.25,HONDA,19.4,1198,86.8
1676,Kochi,2014,49386,Petrol,Manual,First,5,,4.86,MARUTI,17.5,1298,85.8
1677,Delhi,2017,12248,Petrol,Manual,First,5,6.54 Lakh,4.9,HYUNDAI,18.9,1197,81.86
1678,Coimbatore,2014,67771,Diesel,Manual,First,8,,7.06,MAHINDRA,11.68,2498,112
1679,Delhi,2015,60007,Petrol,Automatic,First,4,,4.5,VOLKSWAGEN,17.21,1798,189
1680,Coimbatore,2011,48624,Petrol,Manual,First,5,4.7 Lakh,3.22,MARUTI,24.07,998,67.1
1681,Kolkata,2014,30000,Diesel,Manual,First,5,,3.25,VOLKSWAGEN,22.07,1199,73.9
1682,Delhi,2016,81605,Petrol,Manual,First,5,,4.53,HYUNDAI,18.9,1197,82
1683,Coimbatore,2017,32642,Diesel,Automatic,First,5,,34.78,MERCEDES-BENZ,14.84,2143,170
1684,Pune,2014,34200,Petrol,Automatic,First,5,,6.5,HYUNDAI,15.74,1591,121.3
1685,Chennai,2010,72204,Petrol,Manual,First,5,,2.25,FIAT,15.7,1172,67
1686,Pune,2011,156347,Diesel,Manual,Second,8,,8,TOYOTA,12.99,2494,100
1687,Kochi,2017,47357,Diesel,Automatic,First,7,,8.37,MAHINDRA,18.49,1493,100
1688,Coimbatore,2015,61738,Diesel,Manual,First,5,,5.39,VOLKSWAGEN,20.14,1498,88.8
1689,Kochi,2018,32586,Diesel,Automatic,First,5,67.87 Lakh,37.3,BMW,22.48,1995,190
1690,Coimbatore,2018,40129,Diesel,Automatic,First,5,95.13 Lakh,70.8,MERCEDES-BENZ,11.57,2987,254.79
1691,Mumbai,2012,51000,Diesel,Automatic,First,5,,22.25,MERCEDES-BENZ,11.74,2987,254.8
1692,Kochi,2018,10393,Petrol,Manual,First,5,6.62 Lakh,6.03,HYUNDAI,18.9,1197,81.86
1693,Mumbai,2011,46000,Petrol,Automatic,First,5,,4.9,SKODA,13.7,1798,157.75
1694,Chennai,2013,21000,Petrol,Automatic,First,5,,3.96,HYUNDAI,16.95,1197,78.9
1695,Hyderabad,2011,113562,Diesel,Manual,First,5,,4.6,HYUNDAI,23,1396,90
1696,Mumbai,2011,100010,Diesel,Manual,Second,8,,5.5,MAHINDRA,12.05,2179,120
1697,Mumbai,2013,63107,Petrol,Manual,First,5,,3.25,HONDA,19.4,1198,86.8
1698,Jaipur,2017,58500,Petrol,Manual,First,5,,6.25,HYUNDAI,18.6,1197,81.83
1699,Pune,2007,90000,Diesel,Manual,Fourth & Above,7,,3,FORD,10.9,2499,143
1700,Chennai,2011,108242,Diesel,Manual,First,5,,4.25,HYUNDAI,16.8,1493,110
1701,Pune,2011,146300,Diesel,Manual,First,7,,12.25,TOYOTA,11.5,2982,171
1702,Pune,2011,62943,Diesel,Automatic,Second,5,,10.95,BMW,17.05,1995,184
1703,Delhi,2013,65000,Diesel,Automatic,First,7,,16.5,TOYOTA,12.55,2982,168.5
1704,Pune,2018,1700,Petrol,Automatic,First,5,9.44 Lakh,7.8,HONDA,19,1199,88.76
1705,Kochi,2013,34697,Petrol,Manual,First,5,,3.7,HYUNDAI,19.81,1086,68.05
1706,Hyderabad,2012,58000,Petrol,Manual,First,5,,4,HYUNDAI,17,1197,80
1707,Mumbai,2015,32500,Diesel,Automatic,First,5,,26.75,BMW,19.59,1995,187.74
1708,Coimbatore,2016,58661,Diesel,Automatic,First,5,48.64 Lakh,28.03,AUDI,15.17,1968,181
1709,Kochi,2017,37124,Petrol,Manual,First,5,,5.44,MARUTI,20.4,1197,81.8
1710,Delhi,2017,44000,Petrol,Automatic,First,5,,6.2,MARUTI,21.4,1197,83.1
1711,Kolkata,2005,45200,Petrol,Manual,First,5,,0.9,HYUNDAI,13.2,1495,94
1712,Mumbai,2016,11000,Petrol,Manual,First,5,,3.95,MARUTI,18.5,1197,85.8
1713,Pune,2011,65000,Petrol,Manual,Second,4,,0.44,TATA,26,624,35
1714,Ahmedabad,2012,55005,Diesel,Manual,First,5,,2.75,FORD,20,1399,68
1715,Hyderabad,2011,81650,Diesel,Automatic,First,5,,7.5,VOLKSWAGEN,18.33,1968,167.7
1716,Chennai,2010,160000,Diesel,Manual,Second,5,,2.5,FIAT,19,1248,93
1717,Hyderabad,2015,169000,Diesel,Manual,First,7,11.69 Lakh,5,MAHINDRA,14.95,2489,93.7
1718,Hyderabad,2013,67263,Petrol,Manual,First,5,,3.6,MARUTI,18.9,998,67.1
1719,Kochi,2012,44223,Petrol,Manual,First,5,,3.99,TOYOTA,17.6,1496,88.7
1720,Coimbatore,2015,36840,Petrol,Manual,First,5,,5.64,HYUNDAI,18.9,1197,82
1721,Pune,2014,160000,Diesel,Manual,First,8,,12,TOYOTA,12.99,2494,100
1722,Kolkata,2008,133000,Diesel,Manual,First,5,,0.7,TATA,16.8,1405,62
1723,Mumbai,2015,69123,Diesel,Automatic,First,5,,19,BMW,18.88,1995,184
1724,Delhi,2017,38000,Diesel,Automatic,First,7,,30.48,FORD,10.91,3198,197
1725,Mumbai,2017,5500,Petrol,Manual,First,5,11.11 Lakh,8.2,MARUTI,21.56,1462,103.25
1726,Kolkata,2015,1001,Diesel,Manual,First,5,,7.55,FORD,25.83,1498,99
1727,Pune,2007,59000,Petrol,Manual,Third,5,,0.99,CHEVROLET,15.26,1150,74.9
1728,Delhi,2011,78256,Petrol,Automatic,First,5,,4.15,HONDA,16.8,1497,118
1729,Chennai,2016,90000,Petrol,Manual,First,5,,6.2,NISSAN,16.95,1498,97.6
1730,Kolkata,2016,18000,Petrol,Manual,First,5,,4.4,MARUTI,19.1,1197,85.8
1731,Kolkata,2012,60000,Diesel,Manual,First,5,,2.1,FORD,20,1399,68
1732,Jaipur,2011,130000,Diesel,Manual,First,5,,2.2,FIAT,20.3,1248,75
1733,Coimbatore,2018,32851,Petrol,Manual,First,5,,8.34,HYUNDAI,18.6,1197,81.86
1734,Kolkata,2014,32000,Diesel,Manual,First,5,,4.35,MARUTI,23.4,1248,74
1735,Hyderabad,2014,62700,Diesel,Manual,First,5,,6.8,FORD,22.7,1498,89.84
1736,Jaipur,2010,71000,Diesel,Manual,First,5,,3.3,MARUTI,19.3,1248,73.9
1737,Kochi,2016,19947,Petrol,Manual,First,5,,5.04,HYUNDAI,18.9,1197,82
1738,Hyderabad,2012,91000,Diesel,Automatic,First,7,,9.2,FORD,11.4,2953,153.86
1739,Hyderabad,2014,74000,Diesel,Manual,First,5,,5.7,VOLKSWAGEN,22.07,1199,73.9
1740,Kochi,2018,55594,Diesel,Manual,First,7,,8.48,MAHINDRA,18.49,1493,100
1741,Hyderabad,2013,58000,Diesel,Automatic,First,4,,48,BMW,11.2,2993,306
1742,Hyderabad,2012,110224,Diesel,Manual,First,5,,6.1,RENAULT,19.01,1461,108.45
1743,Ahmedabad,2010,21002,Petrol,Manual,First,5,4.74 Lakh,2.75,MARUTI,22.5,998,67.04
1744,Pune,2017,121000,Diesel,Manual,First,7,,8,MARUTI,24.52,1248,88.5
1745,Jaipur,2010,73513,Petrol,Manual,First,5,,1.85,MARUTI,19.7,796,46.3
1746,Jaipur,2015,34000,Petrol,Automatic,First,5,,3.85,MARUTI,20.51,998,67
1747,Coimbatore,2017,28371,Petrol,Manual,First,7,4.98 Lakh,4.74,MARUTI,15.1,1196,73
1748,Kochi,2013,74755,Diesel,Manual,First,5,,5.63,RENAULT,19.6,1461,108.45
1749,Kochi,2011,25805,Petrol,Manual,First,5,,2.62,MARUTI,18.2,1061,64
1750,Kochi,2015,82603,Petrol,Manual,First,5,,4.9,RENAULT,13.06,1598,102.53
1751,Chennai,2006,110000,Petrol,Manual,First,5,,2.65,HONDA,13.5,1799,130
1752,Delhi,2012,88000,Diesel,Manual,First,7,,5.99,MAHINDRA,16,2179,140
1753,Chennai,2011,110000,Diesel,Manual,Second,5,,2.4,MAHINDRA,21,1461,64.1
1754,Delhi,2017,15000,Petrol,Manual,First,5,4.98 Lakh,4.25,RENAULT,21.7,999,67
1755,Mumbai,2013,70000,Diesel,Automatic,First,5,,40,PORSCHE,15.15,2967,240
1756,Pune,2008,150000,Diesel,Manual,Second,5,,2.7,MARUTI,28.4,1248,74
1757,Hyderabad,2016,19000,Petrol,Manual,First,5,,2.99,DATSUN,20.63,1198,67
1758,Chennai,2011,37442,Petrol,Manual,First,5,,3.4,HYUNDAI,18.5,1197,80
1759,Coimbatore,2016,63111,Diesel,Automatic,Second,5,,30.8,BMW,18.12,1995,190
1760,Mumbai,2012,88000,Diesel,Manual,First,7,,5.85,MARUTI,20.77,1248,88.8
1761,Jaipur,2014,42355,Petrol,Manual,First,5,,4,HYUNDAI,18.9,1197,82
1762,Coimbatore,2011,75871,Petrol,Automatic,First,5,,14.12,BMW,9.43,2996,254
1763,Mumbai,2011,65000,Diesel,Manual,First,5,,4.55,CHEVROLET,17.9,1998,163.7
1764,Pune,2015,69000,Diesel,Automatic,First,5,,38,MERCEDES-BENZ,0,2987,165
1765,Jaipur,2011,79232,Diesel,Manual,First,5,,2.9,MARUTI,21.1,1248,73.9
1766,Pune,2007,220000,Petrol,Automatic,Second,5,,6,MERCEDES-BENZ,11.74,1796,186
1767,Kochi,2016,28470,Petrol,Manual,First,5,,6.95,HYUNDAI,18.6,1197,81.83
1768,Kolkata,2014,9759,Petrol,Manual,First,5,,2.75,HYUNDAI,20.3,998,68.05
1769,Pune,2014,75216,Diesel,Manual,First,5,,5.1,MARUTI,22.9,1248,74
1770,Chennai,2017,8000,Petrol,Manual,First,5,,6.75,HYUNDAI,18.6,1197,81.83
1771,Mumbai,2014,59451,Petrol,Manual,First,5,,3.69,MARUTI,18.5,1197,85.8
1772,Hyderabad,2013,53996,Diesel,Manual,First,5,,5.45,MARUTI,22.9,1248,74
1773,Kochi,2018,15135,Petrol,Manual,First,5,10.57 Lakh,9.29,HONDA,17.5,1199,88.7
1774,Chennai,2015,53000,Petrol,Automatic,Second,5,,4,HYUNDAI,16.9,1197,81.86
1775,Kolkata,2013,40000,Petrol,Manual,First,5,,2.9,HONDA,18,1198,86.7
1776,Pune,2013,21107,Petrol,Manual,First,5,,5.25,HYUNDAI,17.1,1591,121.3
1777,Mumbai,2014,56000,Petrol,Manual,First,5,,5.75,HONDA,16.8,1497,116.3
1778,Coimbatore,2017,19623,Petrol,Manual,First,5,,13.12,HYUNDAI,15.29,1591,121.3
1779,Kochi,2014,70963,Diesel,Manual,First,7,,7.83,MAHINDRA,15.1,2179,140
1780,Mumbai,2013,25755,CNG,Manual,First,5,,3.15,MARUTI,26.6,998,58.16
1781,Mumbai,2013,51450,Diesel,Manual,First,7,,10.4,TOYOTA,12.8,2494,102
1782,Pune,2012,75000,Diesel,Manual,First,5,,4.35,MARUTI,22.9,1248,74
1783,Coimbatore,2017,37832,Petrol,Automatic,First,5,6.33 Lakh,5.23,MARUTI,22.5,998,67
1784,Coimbatore,2016,43041,Petrol,Manual,First,5,8.1 Lakh,6.01,HYUNDAI,18.9,1197,81.86
1785,Hyderabad,2014,97236,Diesel,Manual,First,5,,4.4,HONDA,25.8,1498,98.6
1786,Chennai,2010,83000,Diesel,Automatic,First,5,,12.75,BMW,16.07,1995,181
1787,Delhi,2011,65000,Petrol,Manual,First,5,,2.4,FORD,15.6,1196,70
1788,Kochi,2018,46007,Petrol,Manual,First,5,,5.71,VOLKSWAGEN,17,1198,73.75
1789,Kochi,2015,65925,Diesel,Manual,Second,5,,5.49,FORD,22.7,1498,89.84
1790,Pune,2004,73500,Petrol,Manual,Second,5,,1.3,HONDA,13,1343,90
1791,Kolkata,2014,55000,Diesel,Manual,First,7,,8.5,MAHINDRA,16,2179,140
1792,Delhi,2012,115000,Diesel,Manual,First,7,,12.99,TOYOTA,13,2982,168.5
1793,Kolkata,2017,31184,Petrol,Manual,First,5,6.4 Lakh,5,HYUNDAI,18.9,1197,81.86
1794,Pune,2017,41747,Diesel,Automatic,First,5,11.26 Lakh,9,MARUTI,28.4,1248,73.75
1795,Kochi,2016,38143,Diesel,Manual,First,5,,5.22,MARUTI,22.9,1248,74
1796,Pune,2012,19030,Petrol,Manual,First,5,,3.8,VOLKSWAGEN,16.47,1198,73.9
1797,Coimbatore,2019,20877,Petrol,Manual,First,5,7.59 Lakh,7.27,TOYOTA,18.16,1197,78.9
1798,Mumbai,2016,23555,Petrol,Manual,First,5,7 Lakh,5.1,MARUTI,22,1197,81.8
1799,Bangalore,2013,29000,Diesel,Automatic,First,5,,29,MERCEDES-BENZ,14.21,2143,203
1800,Pune,2013,61000,Petrol,Manual,First,5,,2.9,MARUTI,18.9,998,67.1
1801,Kochi,2012,4187,Petrol,Manual,First,4,,1.38,TATA,26,624,35
1802,Bangalore,2011,46000,Petrol,Manual,First,5,,5.5,SKODA,13.4,1798,157.8
1803,Mumbai,2016,28000,Petrol,Automatic,First,5,11.26 Lakh,7.25,VOLKSWAGEN,17.21,1197,103.5
1804,Coimbatore,2014,83558,Diesel,Manual,First,5,,6.98,HYUNDAI,22.32,1582,126.32
1805,Hyderabad,2017,40000,Diesel,Manual,First,5,7.43 Lakh,5.25,TATA,22.95,1248,74
1806,Kolkata,2013,36000,Petrol,Manual,First,5,,1.95,HYUNDAI,21.1,814,55.2
1807,Bangalore,2014,21000,Diesel,Automatic,First,5,,24.5,AUDI,17.11,1968,174.33
1808,Kochi,2013,62162,Diesel,Manual,First,7,,8.31,TOYOTA,12.99,2494,100
1809,Hyderabad,2012,83000,Diesel,Automatic,First,5,,36,MERCEDES-BENZ,11.74,2987,254.8
1810,Pune,2015,58000,Diesel,Manual,First,5,,5.5,HYUNDAI,24.4,1120,71
1811,Kochi,2011,62332,Petrol,Automatic,First,5,,5.89,HONDA,11.7,2354,177.6
1812,Kochi,2016,50867,Diesel,Manual,First,5,,7.95,VOLKSWAGEN,20.34,1498,103.2
1813,Mumbai,2010,73000,Petrol,Manual,First,5,,2.75,HYUNDAI,17,1197,80
1814,Jaipur,2012,98008,Diesel,Manual,First,5,,6.25,HYUNDAI,22.7,1582,126.24
1815,Hyderabad,2015,36000,Diesel,Manual,First,5,,4.95,FORD,20,1399,68.05
1816,Kochi,2019,27339,Petrol,Manual,First,5,,6.27,HYUNDAI,18.6,1197,81.83
1817,Kolkata,2017,25000,Diesel,Manual,First,5,,8.65,HYUNDAI,23.9,1582,126.2
1818,Kolkata,2014,37000,Petrol,Manual,First,5,,3.5,HYUNDAI,18.9,1197,82
1819,Hyderabad,2015,56000,Diesel,Automatic,First,5,,35,AUDI,14.16,1968,174.3
1820,Kolkata,2015,27000,Petrol,Manual,First,5,,4.45,MARUTI,17.5,1298,85.8
1821,Kolkata,2012,37000,Petrol,Manual,First,5,,2.65,HYUNDAI,18.5,1197,80
1822,Kolkata,2017,10500,Diesel,Manual,First,5,,4.7,MAHINDRA,25.32,1198,77
1823,Ahmedabad,2014,49000,Diesel,Automatic,First,5,22.43 Lakh,8.9,HYUNDAI,18.23,1582,126.2
1824,Mumbai,2017,7000,Diesel,Manual,First,5,24.02 Lakh,17.45,JEEP,17.1,1956,170
1825,Coimbatore,2017,71256,Diesel,Manual,First,5,,9.58,MARUTI,24.3,1248,88.5
1826,Kochi,2012,83184,Petrol,Manual,First,5,21.69 Lakh,6.22,TOYOTA,14.28,1798,138.03
1827,Kolkata,2013,87284,Diesel,Manual,First,7,,7.8,MAHINDRA,15.1,2179,140
1828,Mumbai,2016,7000,Diesel,Automatic,First,5,,27.75,BMW,20.68,1995,190
1829,Pune,2015,29000,Diesel,Manual,Second,5,,7,HYUNDAI,22.54,1396,88.73
1830,Coimbatore,2017,33552,Diesel,Automatic,First,5,95.13 Lakh,64.87,MERCEDES-BENZ,11.57,2987,254.79
1831,Bangalore,2013,64000,Diesel,Manual,Second,5,,6.5,CHEVROLET,17.3,1998,163.7
1832,Jaipur,2011,82000,Petrol,Manual,Second,5,,2.7,HYUNDAI,18.5,1197,80
1833,Mumbai,2012,70000,Petrol,Manual,Second,5,,2.5,HONDA,19.4,1198,86.8
1834,Hyderabad,2013,166194,Diesel,Manual,First,7,,3.9,NISSAN,19.3,1461,84.8
1835,Delhi,2015,58000,Petrol,Manual,First,5,,3.95,VOLKSWAGEN,16.47,1198,73.9
1836,Chennai,2010,77000,Petrol,Manual,Second,5,,2.1,HYUNDAI,20.36,1197,78.9
1837,Pune,2009,73204,Diesel,Automatic,Third,4,,3.5,CHEVROLET,18.1,1991,147.9
1838,Hyderabad,2007,70000,Petrol,Manual,Second,5,,2,HYUNDAI,19.81,1086,68.05
1839,Delhi,2014,79870,Diesel,Manual,First,7,,5.35,MARUTI,20.77,1248,88.76
1840,Delhi,2013,90000,Diesel,Manual,First,5,,3.8,HONDA,25.8,1498,98.6
1841,Mumbai,2016,17000,Petrol,Automatic,First,5,34.63 Lakh,17.25,MERCEDES-BENZ,15.5,1595,122
1842,Kochi,2018,46493,Petrol,Manual,First,5,6.32 Lakh,5.53,HYUNDAI,18.9,1197,81.86
1843,Pune,2009,68000,Petrol,Manual,Third,5,,1.95,HYUNDAI,20.36,1197,78.9
1844,Hyderabad,2017,2000,Diesel,Manual,First,5,,8.2,MARUTI,28.4,1248,74
1845,Pune,1999,140000,Petrol,Manual,First,5,,0.9,HONDA,13,1343,90
1846,Pune,2013,255000,Diesel,Manual,Third,7,,6.5,TOYOTA,12.99,2494,100.6
1847,Coimbatore,2014,45535,Diesel,Automatic,First,5,,19.41,MINI,23.8,1998,112
1848,Coimbatore,2016,39228,Petrol,Manual,First,5,,6.58,FIAT,15.7,1368,112.4
1849,Mumbai,2011,57000,Petrol,Manual,Second,5,,2.1,CHEVROLET,14.49,1399,92.7
1850,Chennai,2008,85445,Petrol,Manual,Second,5,,2,HYUNDAI,19.81,1086,68.05
1851,Delhi,2015,54000,Diesel,Manual,First,5,,3.7,HYUNDAI,24.4,1120,71
1852,Mumbai,2014,53000,Petrol,Automatic,First,5,,3.8,MARUTI,23.1,998,67.04
1853,Jaipur,2014,60000,Petrol,Manual,First,5,,3.25,HYUNDAI,20.36,1197,78.9
1854,Coimbatore,2015,65668,Diesel,Manual,First,5,,5.53,RENAULT,19.87,1461,83.8
1855,Ahmedabad,2011,100000,Diesel,Automatic,Second,5,43.31 Lakh,10.9,BMW,22.69,1995,190
1856,Kolkata,2018,1800,Petrol,Manual,First,5,,5.1,HYUNDAI,18.9,1197,82
1857,Hyderabad,2007,96000,Petrol,Manual,Second,5,,2.2,HYUNDAI,0,999,NULL
1858,Pune,2009,44200,Petrol,Manual,Second,5,,1.6,CHEVROLET,18,995,62
